Longitude,Latitude,nestbox_ID2,year,initialeggs,NHatched,NFledged,fledge_fail,comment,psi,Forest,PLAN_NO,GridID,FID,layer,path,polygon_id,polygonID
-2.613920211,55.25995044,T004,1979,3,3,3,1,NA,NA,Kielder,NY6196,4207,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.609121867,55.25485249,T005,1979,4,3,2,1,NA,NA,Kielder,NY6195,4166,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.534047916,55.19391994,T029,1979,3,3,3,1,NA,NA,Kielder,NY6688,3884,NA,NA,NA,NA,NA
-2.578484387,55.22516821,T041,1979,2,2,2,1,NA,NA,Kielder,NY6392,4045,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.576995692,55.23092628,T042,1979,3,3,3,1,NA,NA,Kielder,NY6393,4086,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.614643598,55.24565912,T062,1979,3,1,1,1,NA,NA,Kielder,NY6194,4125,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.56690063,55.2617954,T070,1979,3,0,0,1,NA,NA,Kielder,NY6496,4210,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.572678269,55.25871321,T081,1979,2,2,2,1,NA,NA,Kielder,NY6396,4209,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.555887233,55.25061366,T002,1980,0,0,0,1,NA,NA,Kielder,NY6495,4169,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.61329642,55.26031301,T004,1980,3,3,3,1,NA,NA,Kielder,NY6196,4207,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.609121867,55.25485249,T005,1980,3,2,2,1,NA,NA,Kielder,NY6195,4166,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.587482066,55.23833458,T009,1980,0,0,0,1,NA,NA,Kielder,NY6293,4085,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.581814591,55.23791245,T010,1980,0,0,0,1,NA,NA,Kielder,NY6393,4086,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.58343967,55.22002259,T014,1980,3,2,2,1,NA,NA,Kielder,NY6291,4003,2,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,3,3
-2.565415845,55.21264911,T016,1980,3,2,2,1,NA,NA,Kielder,NY6491,4005,2,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,3,3
-2.559865234,55.20908032,T017,1980,3,3,3,1,NA,NA,Kielder,NY6490,3964,2,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,3,3
-2.565620519,55.20492021,T018,1980,2,1,1,1,NA,NA,Kielder,NY6490,3964,2,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,3,3
-2.560666541,55.19901232,T021,1980,0,0,0,1,NA,NA,Kielder,NY6489,3923,2,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,3,3
-2.590929498,55.19509528,T022,1980,2,NA,0,1,NA,NA,Kielder,NY6289,3921,2,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,3,3
-2.610660332,55.20128828,T024,1980,0,0,0,1,NA,NA,Kielder,NY6189,3920,2,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,3,3
-2.637067504,55.20205178,T025,1980,0,0,0,1,NA,NA,Kielder,NY5989,3918,2,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,3,3
-2.579050899,55.18841275,T026,1980,2,NA,0,1,NA,NA,Kielder,NY6388,3881,2,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,3,3
-2.535151049,55.19418468,T029,1980,3,2,2,1,NA,NA,Kielder,NY6689,3925,NA,NA,NA,NA,NA
-2.541436262,55.18274469,T030,1980,3,3,3,1,NA,NA,Kielder,NY6587,3842,3,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,4,4
-2.529653051,55.18234716,T031,1980,2,2,2,1,NA,NA,Kielder,NY6687,3843,3,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,4,4
-2.523365178,55.16988375,T032,1980,3,3,3,1,NA,NA,Kielder,NY6686,3802,3,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,4,4
-2.532703949,55.21090934,T036,1980,3,3,3,1,NA,NA,Kielder,NY6690,3966,1,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,2,2
-2.541643875,55.20961192,T037,1980,3,NA,0,1,NA,NA,Kielder,NY6590,3965,1,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,2,2
-2.551750264,55.21316101,T038,1980,2,2,0,1,NA,NA,Kielder,NY6491,4005,NA,NA,NA,NA,NA
-2.569604358,55.21981841,T040,1980,3,3,3,1,NA,NA,Kielder,NY6391,4004,NA,NA,NA,NA,NA
-2.578793559,55.2248073,T041,1980,2,2,1,1,NA,NA,Kielder,NY6392,4045,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.576995692,55.23092628,T042,1980,0,0,0,1,NA,NA,Kielder,NY6393,4086,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.547825596,55.20203607,T043,1980,0,0,0,1,NA,NA,Kielder,NY6589,3924,2,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,3,3
-2.516812816,55.19731903,T054,1980,3,0,0,1,NA,NA,Kielder,NY6789,3926,1,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,2,2
-2.544704457,55.26108776,T001,1981,3,3,3,1,NA,NA,Kielder,NY6596,4211,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.612149696,55.26759738,T003,1981,0,0,0,1,NA,NA,Kielder,NY6197,4248,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.61329642,55.26031301,T004,1981,3,2,2,1,NA,NA,Kielder,NY6196,4207,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.60880312,55.25458451,T005,1981,3,3,3,1,NA,NA,Kielder,NY6195,4166,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.59587397,55.24215785,T008,1981,2,0,0,1,NA,NA,Kielder,NY6294,4126,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.587482066,55.23833458,T009,1981,2,1,0,1,NA,NA,Kielder,NY6293,4085,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.581814591,55.23791245,T010,1981,3,3,3,1,NA,NA,Kielder,NY6393,4086,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.588114423,55.22790781,T012,1981,3,3,3,1,NA,NA,Kielder,NY6292,4044,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.58343967,55.22002259,T014,1981,4,4,4,1,NA,NA,Kielder,NY6291,4003,2,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,3,3
-2.559396356,55.2092622,T017,1981,2,NA,0,1,NA,NA,Kielder,NY6490,3964,2,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,3,3
-2.592493595,55.19463839,T022,1981,4,2,2,1,NA,NA,Kielder,NY6289,3921,2,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,3,3
-2.610660332,55.20128828,T024,1981,0,0,0,1,NA,NA,Kielder,NY6189,3920,2,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,3,3
-2.63721743,55.20160169,T025,1981,4,4,3,1,NA,NA,Kielder,NY5989,3918,2,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,3,3
-2.560995892,55.20008913,T027,1981,3,3,3,1,NA,NA,Kielder,NY6489,3923,2,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,3,3
-2.545136381,55.20070023,T028,1981,4,4,3,1,NA,NA,Kielder,NY6589,3924,NA,NA,NA,NA,NA
-2.534043105,55.19356052,T029,1981,2,2,2,1,NA,NA,Kielder,NY6688,3884,NA,NA,NA,NA,NA
-2.541436262,55.18274469,T030,1981,2,2,2,1,NA,NA,Kielder,NY6587,3842,3,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,4,4
-2.529653051,55.18234716,T031,1981,4,4,1,1,NA,NA,Kielder,NY6687,3843,3,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,4,4
-2.541643875,55.20961192,T037,1981,3,3,2,1,NA,NA,Kielder,NY6590,3965,1,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,2,2
-2.551750264,55.21316101,T038,1981,4,NA,0,1,NA,NA,Kielder,NY6491,4005,NA,NA,NA,NA,NA
-2.569604358,55.21981841,T040,1981,3,3,3,1,NA,NA,Kielder,NY6391,4004,NA,NA,NA,NA,NA
-2.578793559,55.2248073,T041,1981,3,3,3,1,NA,NA,Kielder,NY6392,4045,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.575105179,55.23066563,T042,1981,3,3,3,1,NA,NA,Kielder,NY6393,4086,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.531621692,55.16508541,T044,1981,3,3,0,1,NA,NA,Kielder,NY6685,3761,3,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,4,4
-2.576435718,55.23569149,T046,1981,4,NA,0,1,NA,NA,Kielder,NY6393,4086,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.480097665,55.18803386,T047,1981,3,3,2,1,NA,NA,Kielder,NY6988,3887,1,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,2,2
-2.585841021,55.1908964,T048,1981,4,4,3,1,NA,NA,Kielder,NY6288,3880,2,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,3,3
-2.603795537,55.18370982,T050,1981,4,4,2,1,NA,NA,Kielder,NY6187,3838,2,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,3,3
-2.520104533,55.20880709,T051,1981,4,4,2,1,NA,NA,Kielder,NY6690,3966,1,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,2,2
-2.49598366,55.16460664,T053,1981,4,4,3,1,NA,NA,Kielder,NY6885,3763,3,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,4,4
-2.516810488,55.19713932,T054,1981,2,2,1,1,NA,NA,Kielder,NY6789,3926,1,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,2,2
-2.497052186,55.20000713,T055,1981,4,4,3,1,NA,NA,Kielder,NY6889,3927,1,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,2,2
-2.567145813,55.2237837,T057,1981,4,4,4,1,NA,NA,Kielder,NY6492,4046,NA,NA,NA,NA,NA
-2.552472836,55.25395396,T058,1981,4,3,3,1,NA,NA,Kielder,NY6495,4169,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.573342699,55.23930045,T059,1981,3,3,3,1,NA,NA,Kielder,NY6394,4127,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.614643598,55.24565912,T062,1981,4,4,4,1,NA,NA,Kielder,NY6194,4125,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.560453902,55.19505945,T064,1981,3,3,3,1,NA,NA,Kielder,NY6489,3923,2,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,3,3
-2.508542694,55.1647346,T066,1981,3,3,2,1,NA,NA,Kielder,NY6785,3762,3,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,4,4
-2.535967311,55.26660785,T068,1981,2,2,0,1,NA,NA,Kielder,NY6697,4253,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.597999329,55.24753903,T074,1981,2,2,0,1,NA,NA,Kielder,NY6294,4126,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.627839136,55.24460348,T076,1981,2,2,2,1,NA,NA,Kielder,NY6094,4124,NA,NA,NA,NA,NA
-2.57186659,55.21315819,T084,1981,4,4,4,1,NA,NA,Kielder,NY6391,4004,2,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,3,3
-2.50981347,55.17820832,T085,1981,3,3,0,1,NA,NA,Kielder,NY6787,3844,3,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,4,4
-2.56241373,55.24492261,T086,1981,0,0,0,1,NA,NA,Kielder,NY6494,4128,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.544704457,55.26108776,T001,1982,0,0,0,1,NA,NA,Kielder,NY6596,4211,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.61329642,55.26031301,T004,1982,3,2,2,1,NA,NA,Kielder,NY6196,4207,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.60880312,55.25458451,T005,1982,2,2,2,1,NA,NA,Kielder,NY6195,4166,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.587482066,55.23833458,T009,1982,0,0,0,1,NA,NA,Kielder,NY6293,4085,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.581814591,55.23791245,T010,1982,2,2,2,1,NA,NA,Kielder,NY6393,4086,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.594341958,55.23434753,T011,1982,2,2,2,1,NA,NA,Kielder,NY6293,4085,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.589497378,55.2257445,T013,1982,2,2,1,1,NA,NA,Kielder,NY6292,4044,0,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,1,1
-2.58343967,55.22002259,T014,1982,3,3,2,1,NA,NA,Kielder,NY6291,4003,2,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,3,3
-2.559396356,55.2092622,T017,1982,3,3,3,1,NA,NA,Kielder,NY6490,3964,2,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,3,3
-2.567475231,55.20275495,T019,1982,3,2,1,1,NA,NA,Kielder,NY6389,3922,2,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,3,3
-2.560666541,55.19901232,T021,1982,3,3,2,1,NA,NA,Kielder,NY6489,3923,2,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,3,3
-2.590929498,55.19509528,T022,1982,2,2,1,1,NA,NA,Kielder,NY6289,3921,2,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,3,3
-2.610660332,55.20128828,T024,1982,2,2,1,1,NA,NA,Kielder,NY6189,3920,2,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,3,3
-2.637067504,55.20205178,T025,1982,2,2,2,1,NA,NA,Kielder,NY5989,3918,2,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,3,3
-2.545136381,55.20070023,T028,1982,3,3,3,1,NA,NA,Kielder,NY6589,3924,NA,NA,NA,NA,NA
-2.534043105,55.19356052,T029,1982,2,2,2,1,NA,NA,Kielder,NY6688,3884,NA,NA,NA,NA,NA
-2.541436262,55.18274469,T030,1982,3,3,2,1,NA,NA,Kielder,NY6587,3842,3,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,4,4
-2.529653051,55.18234716,T031,1982,2,2,2,1,NA,NA,Kielder,NY6687,3843,3,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,4,4
-2.523365178,55.16988375,T032,1982,0,0,0,1,NA,NA,Kielder,NY6686,3802,3,KielderPolygons,C:/Users/r01ak21/OneDrive - University of Aberdeen/OneDrive_1_10-01-2022/Career/PhD/Reading/My PhD/Chapters/Chapter 2/Data/KielderPolygons.shp|layername=KielderPolygons,4,4
